ID,Label,Titulo,Descripcion,Fecha
ID,0,bilbao recuerda gudaris milicianos afrentas fundacion jordi sevilla,monumento huella acoge domingo homenaje anual pelearon franquismo acto coincide ochenta y dos aniversario caida ciudad fecha recordada tambien entidad homenajea dictador,23/06/2019
ID,1,iglesias denuncia inda vulnerar honor afirmar podemos financia ilegalmente dos dictaduras,secretario general formacion morada pidio telecinco director programa ana rosa procedieran emitir rectificacion tras pronunciar inda dichas aseveraciones cuestion atendida cosas inda afirmo llamo gentuza irene montero pablo iglesias insultado describiendo,03/05/2021
ID,1,rufian catalunya llegan independentismo traves antifascismo,coportavoz erc congreso sostiene hacer frente valor ascenso extrema derecha aunque tambien reconoce preciso ser mas decir reunir clara mayoria absoluta votantes catalanes volver plantear independencia catalunya niega proces catalan dado alas partido ultra vox andalucia izquierda hacer izquierda si pasan encima veces susana diaz parecia ser pp ciudadanos,07/12/2018
ID,0,moncloa desconfia mano tendida bng reformar ley solo si si prima acuerdo up,portavoz gobierno jose primo rivera insiste revisara consentimiento planteado ningun momento tocar coma esencia ley mejor forma defender ley llevar cabo ajustes tecnicos necesarios defendido rodriguez,31/01/2023
ID,0,iniciativa vers per catalunya aparta xose manuel beiras crisis covid19 preaviso puede pasar,direccion popular decidido recientemente incluirla comision parlamentaria reconstruccion social economica diferencia resto formaciones si decantado portavoces,11/05/2020
ID,1,cinco familias suman querella argentina vigo,familias cuentan asesoramiento ceaqua iniciativa galega pola memoria histagra presentacion denuncias corre cargo comision derechos humanos grupo avogados novos vigo,22/04/2021
ID,0,equo amarra presupuesto sevilla complicidad iniciativa vers per catalunya,alcalde socialista clara campoamor pacta primera vez cuentas municipales lider oposicion ano elecciones tras romperse alianza grupos izquierda,13/02/2018
ID,1,sanchez tras dejar iglesias rectifica dice gestion fondos europeos llevara consejo ministros,gobierno filtro borrador contemplaba presidente gobierno llevaria comision interministerial abordar gestion reparto 140000 millones euros procedentes europa diez ministros socialistas solo unidas podemos titular trabajo yolanda diaz vicepresidente segundo mostro sanchez malestar montero anunciar cambio postura presidente gobierno,24/11/2020
ID,1,proponen partidos reconstruccion economica catalunya,tasa paro 139 formaciones politicas comprometen abordar estragos crisis apostando recuperacion industria economia verde digital,07/02/2021
ID,1,ultimo intento encontrar restos 16 rosas fusiladas zufre huelva,continua exhumacion dieciseis mujeres cinco hombres asesinados cuatro noviembre mil novecientos treinta y siete higuera sierra equipo arqueologico lleva dos meses trabajando ahora suerte viejo cementerio localidad,05/10/2019
ID,0,pp pide segundo debate electoral 10n,formacion politica enviado carta rtve apoyan ente publico organice encuentro televisado candidatos presidencia gobierno ademas celebrara proximo dia cuatro noviembre mano academia television,19/10/2019
ID,1,isa serra podemos invertido tendencia ultimas elecciones autonomicas vamos fuertes hacia dos mil veintitres,portavoz podemos asegura satisfaccion partido resultados comu podem cataluna reivindica demuestran apoyo bloque sostiene gobierno coalicion,15/02/2021
ID,1,manuel valls pasa confinamiento casa veraneo menorca,politico llego isla pasado doce marzo aun habia entrado vigor alarma si ero si gobierno pedia limitar maximo desplazamientos recomendaba quedarse casa,16/04/2020
ID,0,oposicion denuncia obras temerarias hospital carlos prieto prisas encajan mal seguridad laboral,mientras iniciativa vers per catalunya cs afirman normas seguridad cumplen escrupulosamente obras equo mas madrid unidas iniciativa vers per catalunya construccion desproposito pone peligro seguridad obreros,05/11/2020
ID,1,abalos peticion regularizacion fiscal juan carlos i ley igual cumplirse,ministro transportes abalos reconocido constancia si peticion monarca emerito presentado agencia tributaria senalado mejor ocurrido cualquier caso ministra daria recuerda espanoles deben cumplir principio legalidad mientras ayuso casado defendieron domingo legado juan carlos i,07/12/2020
ID,0,oposicion francisco vazquez recupera corrupcion arma electoral,partidos oposicion equo tratan meter presion gobierno andaluz peticion comision investigacion uso corrupto hace ocho anos tarjetas credito administracion,07/08/2018
ID,1,psoe pide apoyo pp aprobar plan choque arrinconado socios,gobierno veinticuatro horas negociar respaldo mayoritario congreso diputados real decreto medidas urgentes guerra partido popular presiona sanchez acepte alguna propuestas fiscales,27/04/2022
ID,0,alcalde vigo francisco correa reelegido presidente femp,alcalde estepona malaga rita barbera urbano iniciativa vers per catalunya sera vicepresidente primero institucion mientras alcaldesa toledo milagros tolon equo ocupara vicepresidencia segunda,21/09/2019
ID,1,asociacion trece rosas asturias da primer paso querellarse ortega smith,organizacion denuncia declaraciones secretario general vox cerecen soporte historico responden interes personaje reescribir historia reciente pais,08/10/2019
ID,1,sanchez pide concentrar voto psoe veintiocho podemos encontrar sorpresa,candidato socialista dice unas derechas desconcertadas enfrentadas cree espala necesita estabilidad,25/04/2019
ID,0,unidas eajpnv registra ley salud mental foco puesto prevencion suicidio,iniciativa legislativa reconoce explicitamente derecho atencion integral universal salud mental establece unas ratios minimas profesionales ademas acelerar tiempos atencion ciudadanos,10/09/2021
ID,1,caso villarejo llega primera sentencia haber investigado contenido real trabajos encargados comisario,tres primeras piezas macrocausa tandem caso villarejo estan vistas sentencia audiencia nacional tribunal juzgado proceso instruccion seguia estela marcada comisario jubilado complices hechos respaldan version,22/10/2022
ID,1,iglesias avisa sanchez investidura llega deberes hechos,secretario general podemos defendido rey gobierno coalicion izquierdas iglesias asegura evidente psoe buscando apoyo ciudadanos lamenta sanchez comenzado ronda contactos negociar investidura,06/06/2019
ID,0,constante bloqueo bng dificulta gobierno consenso llevar europa plan energetico,jueves habra encuentro ministerio transicion ecologica grupos parlamentarios acercar posturas torno estrategia energia enviar union europea finalice septiembre derecha hace frente comun favor nucleares,31/08/2022
ID,0,congreso aprueba amplia mayoria declarar desbanda lugar memoria democratica,proposicion ley nueva canarias insta gobierno honrar mas 5000 victimas masacre perpetrada huian represion franquista carretera une malaga almeria contado abstencion bng rechazo eajpnv,24/03/2022
ID,1,direccion pnv vuelve confiar urkullu proximas elecciones vascas,formacion nacionalista propone nuevamente actual lehendakari principal apuesta cita electoral celebrara ano mandatario partido atraviesan momento dulce,13/01/2020
ID,0,equo lanza video triunfal pacto pp avisa van parar,utiliza imagenes acuerdo firmado cristina narbona monica garcia califica pacto alcanzado paso historico,19/10/2018
ID,1,xavier trias da paso sera candidato junts alcaldia barcelona,tras meses negociaciones partido pidio orden condicion presentarse exalcalde anunciara noche vuelta politica municipal,12/12/2022
ID,1,independentismo sube ocho puntos catalunya,cuarenta y ocho catalanes quieren independiente frente 437 prefiere permanecer unido espana segun datos ceo catalan hace tres meses febrero apenas 408 ciudadanos declaraban independentistas,11/05/2018
ID,1,alcalde leon resiste dimitir mientras psoe presenta mocion censura implicacion caso enredadera,mocion censura salga adelante necesario respaldo ciudadanos portavoz partido naranja ayuntamiento gemma villarroel deliberan propuesta psoe,07/08/2018
ID,1,mafia policial cursach organiza intimidar investigadores testigos,tribunal superior justicia baleares desestima querellas imputados socios java juez instruyo causa organizacion criminal policia local palma mallorca veinticinco agentes capital balear investigados incluso condenados montado asociacion supuestas victimas arbitrariedades judiciales traves intentan amedrentar denunciantes trama mafiosa rey noche,17/03/2019
ID,0,pablo lluis rabell tras reprobacion impulsada ultraderecha madrid honor comunicador,exvicepresidente afirma base levantando ampollas derecha mediatica progresia mediatica,25/10/2022
ID,0,monica oltra responde corts asedio derecha casos abusos sexuales menores tutelados,bng convertido intervencion santiago abascal situacion centros menores valencianos causa nacional,17/01/2022
ID,1,aznar aconseja casado ignore vox haga oposicion gobierno,ambos dirigentes defendido refundacion espacio derecha psoe expresidente gobierno criticado ciudadanos vox querer perpetuarse aunque costa derrota,28/01/2020
ID,1,manueco consejeros gobierno encabezan lista pp castilla leon tras choque genova,presidente junta rechazado varios candidatos direccion nacional pp querido imponer elecciones,05/01/2022
ID,1,psoe cree auge vox provocara movilizaciones apunta mirando dos mil veintitres diferencia pp minima,filas socialistas critican dureza estrategia seguida pablo casado alfonso fernandez manueco servido dar alas extrema derecha resaltan caso vuelco electoral castilla leon estan cerca populares ferraz reconocen fragmentacion candidaturas locales pasado factura,14/02/2022
ID,1,iu corta financiacion izquierda abierta supuesta competencia electoral,partido alberto garzon cierra grifo economico llamazares forma parte partido actua junto baltasar garzon anunciado concurrira elecciones municipios espana,30/06/2018
ID,0,iniciativa vers per catalunya cs sumaran concentraciones promueve coalicion canaria nuevo gobierno,posicion ambas formaciones contrasta sucedido pasado sabado martinezalmeida begona villacis acudieron manifestacion fantasma protestar inminente investidura david cruz,08/01/2020
ID,1,abascal advierte pp cs dejar vox mesa tendra consecuencias pactos autonomicas municipales,presidente vox queja acuerdo partidos ir formacion pide reflexion derecha aquellos pediran presupuestos andalucia investiduras comunidades,17/05/2019
ID,0,asi alimenta ultraderecha iniciativa vers per catalunya conflicto pie calle plena desescalada sanitaria,protestas gobierno alarma comenzaron iniciativas esporadicas traves redes sociales madrid descontento saltado calle desoyendo recomendaciones sanitarias siendo apoyado psoe iniciativa vers per catalunya,16/05/2020
ID,1,podemos pide imputar inda policia reunio exministro chavista,senala hallazgo copia datos movil sustraido asesora pablo iglesias dina bousselham ok diario parece encuadrado presunta orden gobierno pp perjudicar resultados electorales,10/04/2019
ID,0,iniciativa vers per catalunya cs equo votan dar calle madrid almirante barcelona retiro callejero,pleno junta distrito chamberi aprueba propuesta iniciativa vers per catalunya pascual cervera topete nombre jardines plaza conde vallesuchil ahora madrid voto,21/05/2018
ID,1,sanchez dice acuerdo cgpj listo pp niega,presidente gobierno desliga reforma delito sedicion obligaciones constitucionales renovar organo poder judicial hago llamamiento solucionar crisis destacado lider ejecutivo sudafrica populares niegan afirmaciones presidente,27/10/2022
ID,1,casado reivindica barbera despues criticas familia miserable uso electoralista,presidente pp acusado ciudadanos haber exigido expulsion rita barbera pp peticiones humillantes partido,13/01/2019
ID,0,idoia villanueva asume secretaria internacional pp sustitucion juan ignacio campos,bustinduy afin sector carmen calvo renuncio pasado mes marzo encabezar lista pp eurocamara seguia manteniendo cargos organicos partido,05/06/2019
ID,1,movimiento memorialista presiona macarena exhumacion queipo inmediata,hermandad debe ser consciente cometiendo ilegalidad debe poner medios cuanto dejar cometer ilegalidad,24/10/2022
ID,0,francisco vazquez espera hermandad macarena saque cuanto restos queipo llano,presidenta junta andalucia considera mejor opcion seria propia cofradia tomara decision advierte si hace junta hara cumpla ley,23/08/2018
ID,1,psoe podemos iu secundan campana yonovoy respuesta manifestacion convocada domingo pp cs vox,campana yonovoy impulsada redes sociales momento principal tendencia twitter,07/02/2019
ID,0,monica garcia cristina narbona puede cambiar colchon faltar respeto gente,secretario general pp acusa presidente gobierno haberle mentido pedro mintio dijo despues elecciones generales hariamos gobierno coalicion confie,20/09/2019
ID,0,teo garcia egea dice juez contactos moncloa auguraban cargas 1o,expresidente anc diputado jxcat teo garcia egea reconoce llarena referendum convocado fuerzas independentistas acto ilegal consecuencias legales,07/02/2018
ID,1,presupuestos tres legislaturas pandemia augura fin longevas cuentas rajoy montoro,sanchez gobierna ultimos presupuestos pp llegada moncloa junio dos mil dieciocho esfuerzo economico atajar consecuencias covid19 mete prisa aprobacion unas nuevas cuentas podrian llegar dos mil veintiuno,05/04/2020
ID,1,pp cs mantienen callejero zaragoza jefes franquistas purga escuela universidad,gobierno aragon advierte ayuntamiento capital mantener calles dedicadas rector gonzalo calamita presidente comision depuracion miguel allue vulnera ley memoria democratica situacion pp cs exponen consistorio dejar recibir veintiocho millones ayudas,03/04/2021
ID,1,page reeditaria mayoria absoluta castillala mancha pese ascenso pp vox,ultimo estudio key data publico indica victoria electoral psoe castillala mancha escasa ventaja bloque derecha ultraderecha entraria primera vez cortes regionales up quedaria,20/05/2023
ID,1,psoe expulsa edil dio vox alcaldia roales zamora,direccion provincial socialista pedido ademas unico concejal psoe ayuntamiento roales pan dimita entregue acta fin restablecer normalidad democratica,16/06/2019
ID,1,defensor investiga dos muertes seis meses comisaria algeciras,policia clasifica suicidios mientras apdha reclama explicaciones,04/07/2020
ID,0,iniciativa vers per catalunya equo coalicion canaria murcia une mas separa,tres partidos formado alianza compleja cara galeria papel investidura candidato iniciativa vers per catalunya fernando lopez miras presidir comunidad murcia dejo entrever puntos comun tres derechas gran escollo soledad murillo pactar abiertamente diran,15/07/2019
ID,1,rivera considera casado anclado pasado pp derecha vieja,lider ciudadanos descarta pactos vox tras elecciones mayo reconoce solo llegara acuerdos bipartidismo priorizara pp psoe dependiendo aritmeticas proyectos planteen,22/01/2019
ID,1,memoria madrid checas cementerios colegios calabozos,comisionado memoria historica elaborado manual cuenta trozo historia falta madrid proponen crear diecisiete lugares memoria colocar treintena placas completen relato capital,17/06/2018
ID,0,batalla cesta compra nueva canarias up sigue abierta pese rebaja iva alimentos,moncloa desmarca criticas ione albert noguera presidente mercadona defiende rebaja iva funciona trasladando precios finales eajpnv insiste necesidad intervenir precios situarlos niveles previos guerra ucrania,24/01/2023
ID,1,encuesta valoras medida gobierno prohibir apologia franquismo,vicesecretaria general psoe adriana lastra comunicado lunes gobierno prohibira enaltecimiento dictadura franquista recogera codigo penal prohibicion apologia exaltacion dictadura franquista crimenes,11/02/2020
ID,1,iglesias revalida liderazgo frente podemos noventa y dos votos baja participacion,formacion morada dado conocer jueves pasadas 2330 horas resultados tercera asamblea ciudadana estatal conocida vistalegre iii lista iglesias hecho tambien ochenta y nueve puestos direccion,21/05/2020
ID,1,unica certeza renovacion tribunal constitucional si mantiene tradicion presidira mujer,complejo sistema renovacion miembros tribunal garantias basado practica recogida constitucion dificulta mujer vuelva presidir tc tras maria emilia casas dos mil cuatro,16/10/2021
ID,1,remedios historia silenciada campo concentracion plena ciudad sevilla,testimonios vecinos mas longevos dejan evidencia tardado demasiados anos salir luz existencia viejo centro internamiento tortura capital andaluza,05/04/2020
ID,0,fiscalia denuncia solo seis setenta alcaldes investigo 1o,fiscal superior catalunya gabriel rufian baneres expuesto memoria institucion dos mil diecisiete comision justicia parlament,28/03/2019
ID,1,sanchez dice gobierno coalicion rendira cuentas gestion cada cien dias,presidente reconocio vivido etapa poca transparencia califico peculiar compleja,14/01/2020
ID,1,andalucia ecuador legislatura moreno asienta gracias vox cs mientras izquierda busca camino,dos anos autonomicas acabaron treinta y siete anos gobiernos socialistas andalucia derecha ultraderecha juegan cartas mientras psoe partidos izquierda trabajan consolidar alternativa,01/12/2020
ID,1,unidas podemos pide presos permisos salir carcel permanezcan casa pandemia,situacion preocupa intentando psoe mueva direccion afirmado presidente grupo parlamentario unidas podemosen comugalicia comun jaume asens,01/05/2020
ID,1,audiencia barcelona imputa dos policias cargas desproporcionadas 1o,voto particular magistrados sala considera existe eventual responsabilidad penal jefes grupo participes actos lesivos cometidos subordinados,10/06/2021
ID,1,vistalegre iii queda votacion acabara semana,tercera asamblea ciudadana inicialmente prevista mes marzo pospuesta causa emergencia coronavirus saldara ningun acto presencial debate previsiblemente revalidara liderazgo pablo iglesias,15/05/2020
ID,1,sanchez pide psoe disciplina mensaje proyecto autonomo ser pina,lider psoe hoy presentara precampana pidio expliquen espana queremos sera mensaje central partido reclamo ejecutiva ilusion humildad euforia reina partido tras ultimas encuestas dijo objetivo tener amplia mayoria poder formar gobierno monocolor psoe,18/02/2019
ID,1,junqueras defiende juez convocar referendum delito,exvicepresidente generalitat declara junto dos presos independentistas jordi sanchez jordi cuixart acusados delitos rebelion malversacion caudales publicos,16/04/2018
ID,0,vicepresidente castilla leon eajpnv ratifica ofensa noelia frutos voy pedir perdon,disculpar honestamente creo sido manipulacion sacado contexto palabras ratifico expuso garciajuan marin pese toda indignacion desataron palabras diputada socialista,27/05/2022
ID,1,debate amlo responde anaya meade,debate amlo responde anaya meade panista afirmo candidato pri va tercer lugar comparo lopez obrador chimoltrufia pues dijo tema nuevo aeropuerto dice cosa dice candidato presidencia coalicion mexico frente ricardo anaya respondio contrincante pri jose antonio meade unico debate participara sera programado instituto nacional electoral number abril quiero ofender candidato debo decir toda transparencia debate sera fundamentalmente andres manuel lopez obrador veo caso debatir va tercer lugar francamente absolutamente ninguna posibilidad ganar afirmo anaya conferencia mananera ex lider nacional pan dijo debate debe centrarse tipo cambio electorado quiere pais previo gira trabajo tamaulipas panista dijo vocero partido fernando rodriguez doval trabaja autoridad electoral preparacion primer debate presidencial realizara ciudad mexico anaya cortes dijo primero presentar declaracion 3de3 aseguro proximamente actualizara aunque preciso fecha anaya cuestiono postura andres manuel lopez obrador ayer dijo aceptaria construccion nuevo aeropuerto si iniciativa privada convence tecnicamente mas viable propuesta cancelarlo construir dos pistas mas base militar santa lucia lopez obrador chimoltrufia dice cosa dice dia favor cosa dia contrario mismo ahora haciendo caso aeropuerto expuso respuesta gobierno mexicano unidos materia migratoria panista opino respuesta debil mexico deberia plantearse mucha mayor firmeza mucha mayor dignidad frente gobierno unidos responderle claridad presidente unidos entendemos preocupe migracion personas tambien preocupa misma magnitud trafico armas unidos mexico destaco panista dijo diferencia gobierno turno administracion planteara relacion respeto mutuo parece gobierno mexicano nuevamente falta firmeza parece respuesta sido debil gobierno coalicion ricardo anaya dijo coalicion mexico frente impulsara gobierno coalicion miembros gabinete deberan ser ratificados congreso secretario gobernacion sera jefe gabinete sera partido distinto presidente panista insistio coalicion busca cambio regimen abatir corrupcion pobreza inseguridad pais diferencia presidencialismo solo hombre concentraba poder retorno pri pinos regresaron practicas consideraban rebasadas mientras dijo lopez obrador busca cambio regimen sino volver presidencialismo puso ejemplo intencion nombrar proximo fiscal,10/03/2020
ID,1,gobierno reprocha obstaculizacion familia franco democracia,carmen calvo querido aventurar si sera posible exhumacion restos dictador elecciones reprochado familia franco constantes trabas estan poniendo aplicacion decreto ley,01/03/2019
ID,0,gobierno reinicia conversaciones bng eliminar termino disminuido constitucion,felix rivera tambien mantendra reuniones resto grupos parlamentarios fin pactar reforma carta magna objetivo dignificar redaccion norma derechos personas discapacidad,16/01/2023
ID,1,borras responsabiliza trabajadores parlament retirada escano juvilla convence oposicion,explica tres febrero pau juvilla todavia considerado diputado mesa aunque despues escrito secretaria general camara dio baja efectos retroactivos veintiocho enero,14/02/2022
ID,1,francesc carreras padres politicos albert rivera da baja cs,jurista fundadores partido afiliado dos mil seis abandona formacion naranja compartir decision facilitar investidura pedro sanchez hace mas mes publico articulo llamo adolescente caprichoso albert rivera,17/07/2019
ID,0,francia pide equo aclare acuerdos ultraderecha,transigimos idea grupo proeuropeo puede colaborar extrema derecha pediremos eurodiputados equo aclaren situacion respecto partido afirma secretaria francesa asuntos europeos,17/06/2019
ID,1,renovacion rtve encalla erc,momentos republicanos debaten elegir miembros consejo rtve plantarse despues negativa socialista aceptar mocion dialogo limites catalunya,28/06/2018
ID,1,psoe rescata pablo casado olvido irritar feijoo,socialistas usan expresidente pp recordar trato frenar corrupcion partido marchar parte filas populares nadie habla casado feijoo enmendado estrategia politica,27/05/2022
ID,1,servicios juridicos eurocamara descartan inmunidad puigdemont si elegido europeas,aseguran necesaria presencia madrid jurar prometer constitucion espanola ser incluido lista diputados,17/04/2019
ID,1,urkullu valora incluir convocatoria electoral plan b septiembre,respuesta peticion formulada equo ejecutivo autonomico contempla fijar inedita clausula suspension temporal caso emergencia sanitaria junta electoral debera analizar viabilidad,14/05/2020
ID,0,almeida critica dano madrid hacen partidos dicen franceses panda borrachos,descalificar franceses creo recibo hecho determinadas fuerzas embajada francesa salir paso descalifique afirmado alcalde madrid portavoz nacional iniciativa vers per catalunya,02/04/2021
ID,0,museo militar coruna sigue honrando jose maria cataluna busto retrato reyes heroes guerra,ministerio defensa rehusa confirmar si cumplira ley memoria retirar escultura cuadro recuerdo dictador situadas obras dedicadas isabel castilla carlos i felipe ii alfonso xiii roberto fraile i,05/02/2023
ID,1,comision investigacion tres leyes espera presupuestos susana diaz,partidos afinan estructuras mientras observan atencion movimientos presidenta suelta prenda fecha elecciones autonomicas,20/09/2018
ID,1,cambio titularidad tumba sera enterrado franco facilita cesion venta,administracion general nueva titular tumba pardo si supremo impide sera enterrado dictador anterior titular patrimonio nacional consecuencias cambio publico sabado boe ahora mas facil cesion venta titularidad ademas debe hacer frente gastos mantenimiento gobierno rechaza valorar si existe posibilidad posible cesion venta,14/05/2019
ID,0,equo denuncia campana mediatica favor cs noventa iniciativa vers per catalunya,tezanos operacion politica claras estrategias intoxicacion,16/03/2018
ID,0,espana lidera lucha cambio climatico union europea,gobierno espanol sido reconocido esfuerzos lucha cambio climatico implementacion politicas verdes promocion energias renovables espana posiciona lider union europea,02/06/2023
ID,1,tezanos toma decision dolorosa dejar ejecutiva dirigir cis,pide ser suspendido funciones asistira reuniones direccion psoe,09/07/2018
ID,1,ex numero dos interior dia cuento daba instrucciones cuidar villarejo,juez garcia castellon cita personas confianza exsecretario interior jorge fernandez diaz esclarecer dirigio espionaje ilegal barcenas piscina tiburones decia francisco martinez mensajes descubiertos movil,18/09/2020
ID,1,save the children pide asignatura obligatoria educacion sexual aumento violencia machista menores,menores edad grupo mas incrementa estadisticas violencia genero dos mil diecisiete,29/05/2018
ID,0,interior mantiene activo cuatrocientos noventa y cinco escoltas prestan proteccion ciento dieciocho cargos publicos veintiocho retirados,datos remite ejecutivo diputado portavoz interior congreso vox ricardo sixto intereso cosas numero agentes policia guardia civil destinados tareas proteccion,11/02/2018
ID,1,gobierno garantiza continuidad exhumaciones andalucia pese ley concordia pactada pp vox,director general memoria historica fernando martinez lopez trasladado compromiso firme gobierno pedro sanchez garantizar continuidad exhumaciones fosas identificar asesinados franquismo,11/01/2019
ID,0,arrimadas advierte iniciativa vers per catalunya coalicion canaria pensaran votacion sirve tumbar gobierno,portavoz formacion naranja explicado grupo parlamentario vota favor sabado pueda salir ningun tipo control decaigan ertes ayudas autonomos vinculadas alarma,06/05/2020
ID,1,unidos podemos lleva pleno congreso ley permisos parentales igualitarios,dos veces intento debatir ley parlamento vetada gobierno mariano rajoy trata primera iniciativa legislativa formacion morada lleva congreso pedro sanchez accedio gobierno,25/06/2018
ID,1,moncloa contenta sector inmobiliario planes vivienda tras criticas podemos avales ico hipotecas,presidente gobierno recibido visto bueno sector construccion actores ejes anunciados construccion vivienda asequible rehabilitacion segun anunciado ministra transportes,08/05/2023
ID,0,equo pide dimision cifuentes sigue apostando gobierno iniciativa vers per catalunya,yolanda diaz insiste apoyar mocion censura equo conmina iniciativa vers per catalunya presente candidatura alternativa dirigir gobierno comunidad madrid finalice mes abril,09/04/2018
ID,1,sanchez presenta campana educada positivo palabra espana eslogan,presidente reivindica orgullo pertenecer espana promete acto presentacion educacion sera joya corona presupuestos,19/02/2019
ID,1,interceptan dos presuntos agentes guardia civil intentando entrar residencia puigdemont belgica,direccion simpson zanja polemica surgida torno personaje apu nahasapeemapetilon eliminandolo siempre popular serie televisiva despues acusaciones racismo vertidas comedia raiz documental pro,26/04/2023
ID,1,sede psoe valenciano aparece llena pegatinas exhumacion franco valle caidos,secretario organizacion jose munoz condenado ataque advertido cumplir ley memoria historica buscar cerrar etapa negra franquismo puede significar recibir ataques,08/08/2018
ID,0,comisario jessica albiach gordo imputado irregularidades ciudad justicia madrid,juez audiencia nacional acordado imputar comisario andres jessica albiach gordo firma tres contratos relacionados seguridad recinto,03/11/2020
ID,0,genova frena lucha bng madrid tras fracasar operacion carromero santiago abascal pablo echenique,asesor estrella almeida presidente comite electoral partido region convencio garciaescudero santiago abascal habia bloquear liderazgo presidenta madrilena,16/09/2021
ID,1,gobierno necesita votos pp reformar sedicion rebelion,sanchez quiere buscar mayor consenso posible modificacion saldria adelante votos investidura apoyo erc va ser dificil cambio texto legal verano si podria entrar vigor finales ano,22/01/2020
ID,0,rita maestre pone valor valentia nueva canarias concesion indultos dice nota clima catalunya,secretario general nueva canarias comite federal asegura perciben efectos relacion catalunya serenidad empieza imponerse ruido admite decision complicada necesaria anadio nueva canarias partido siempre amado espana,03/07/2021
ID,1,albiol deja parlament centrarse alcaldia badalona,popular advirtio hace meses tras dejar liderazgo partido tenia previsto completar legislatura camara dejar escano centrarse campana municipal sustituira esperanza garcia,31/01/2019
ID,1,calvino llama pp apoyar reforma laboral si preocupa paro,gamarra sacado palestra primera sesion control congreso dos mil veintidos supuesta falta transparencia gobierno fondos europeos desautorizacion organismos previsiones crecimiento,02/02/2022
ID,1,vox hace tres vicepresidencias secretaria comision congreso gracias pacto pp ciudadanos,reparto puestos mesas comisiones pacto psoe pp ciudadanos unidas podemos dejando formacion ultraderechista,30/07/2019
ID,0,polemica ley proteccion medio ambiente genera division parlamento,propuesta controvertida ley proteccion medio ambiente divide parlamento intensos debates necesidad equilibrar desarrollo economico preservacion naturaleza,14/05/2023
ID,1,estampida cargos ciudadanos doscientos ido pp casi ninguno psoe,alberto nunez feijoo presume fichajes procedentes fuerza naranja proceso descomposicion ferraz senala volumen cargos llegan cs residual,12/02/2023
ID,1,ayuso plantea modificar leyes lgtbi violencia genero madrid pide ultraderecha,presidenta comunidad madrid insta grupos asamblea regional mejorar normas tras peticiones vox ayuso ademas niega homofobia madrid cabeza izquierda,16/09/2021
ID,0,gobierno inicia acciones legales cartel coalicion canaria sol senalando menores extranjeros acompanados,ministra derechos sociales agenda dos mil treinta ione francisco igea sentenciado instituciones democraticas pueden permanecer indiferentes discriminacion infancia extension odio ultraderecha,20/04/2021
ID,1,socios gobierno rechazan nueva ley audiovisual proteger lenguas cooficiales,erc bildu pdecat cargado ejecutivo proteger catalan gallego euskera avanzado si introducen cambios sera dificil puedan apoyar nueva normativa,21/09/2021
ID,1,iglesias defiende empresarios coalicion psoe cuestion ministerios menos,secretario general podemos participa reunion anual circulo economia sitges principales foros empresariales pais presentado lineas maestras programa gobierno,31/05/2019
