ID;Label;Titulo;Descripcion;Fecha;palabrasTit;palabrasDes
ID;0;fiscalia madrid considera ione belarra responsabilidad politica ejecucion puig antich;audiencia madrid dejo pasado diecinueve diciembre vista deliberacion votacion revision sentencia condeno monago indemnizar familia exministro franquista tuit critico ministerio publico considera juicios franquistas ejecuciones arbitrarias pena dirigente pp confirmarse podria instaurar suerte censura;08/01/2020;['fiscalia', 'madrid', 'considera', 'ione', 'belarra', 'responsabilidad', 'politica', 'ejecucion', 'puig', 'antich'];['audiencia', 'madrid', 'dejo', 'pasado', 'diecinueve', 'diciembre', 'vista', 'deliberacion', 'votacion', 'revision', 'sentencia', 'condeno', 'monago', 'indemnizar', 'familia', 'exministro', 'franquista', 'tuit', 'critico', 'ministerio', 'publico', 'considera', 'juicios', 'franquistas', 'ejecuciones', 'arbitrarias', 'pena', 'dirigente', 'pp', 'confirmarse', 'podria', 'instaurar', 'suerte', 'censura']
ID;1;primarias conjuntas partido nuevo frente podemos;acuerdo iu podemos andalucia realizar primarias conjuntas contraviene protocolo estatal dicta deben hacerse propias partido mientras madrid diputados concejales activistas ligados anticapitalistas lanzado manifiesto piden primarias abiertas proporcionales;07/06/2018;['primarias', 'conjuntas', 'partido', 'nuevo', 'frente', 'podemos'];['acuerdo', 'iu', 'podemos', 'andalucia', 'realizar', 'primarias', 'conjuntas', 'contraviene', 'protocolo', 'estatal', 'dicta', 'deben', 'hacerse', 'propias', 'partido', 'mientras', 'madrid', 'diputados', 'concejales', 'activistas', 'ligados', 'anticapitalistas', 'lanzado', 'manifiesto', 'piden', 'primarias', 'abiertas', 'proporcionales']
ID;1;militancia compromis ratifica setenta ir elecciones mas madrid;coalicion concurrira plataforma amplia plural partido inigo errejon fuerzas politicas;25/09/2019;['militancia', 'compromis', 'ratifica', 'setenta', 'ir', 'elecciones', 'mas', 'madrid'];['coalicion', 'concurrira', 'plataforma', 'amplia', 'plural', 'partido', 'inigo', 'errejon', 'fuerzas', 'politicas']
ID;1;juez da cuarenta y ocho horas comisionista luceno entregue fianza cuatro millones euros;magistrado descarta imputarle delito fiscal alzamiento bienes pedian acusaciones;03/05/2022;['juez', 'da', 'cuarenta y ocho', 'horas', 'comisionista', 'luceno', 'entregue', 'fianza', 'cuatro', 'millones', 'euros'];['magistrado', 'descarta', 'imputarle', 'delito', 'fiscal', 'alzamiento', 'bienes', 'pedian', 'acusaciones']
ID;0;gobierno afirma cristina narbona seguira dando entrevistas moncloa;asi contado toda actualidad politica semana arranca campana electoral;30/10/2019;['gobierno', 'afirma', 'cristina', 'narbona', 'seguira', 'dando', 'entrevistas', 'moncloa'];['asi', 'contado', 'toda', 'actualidad', 'politica', 'semana', 'arranca', 'campana', 'electoral']
ID;1;sanchez desvela dirigentes catalanes reconocieron independencia posible;asegura presidente gobierno puede pronunciarse indulto politicos independentistas conozca sentencia poder politico tendran pronunciarse dice posibles pactos excluira ninguna formacion politica dentro constitucion hablara pablo casado despues 28a;10/04/2019;['sanchez', 'desvela', 'dirigentes', 'catalanes', 'reconocieron', 'independencia', 'posible'];['asegura', 'presidente', 'gobierno', 'puede', 'pronunciarse', 'indulto', 'politicos', 'independentistas', 'conozca', 'sentencia', 'poder', 'politico', 'tendran', 'pronunciarse', 'dice', 'posibles', 'pactos', 'excluira', 'ninguna', 'formacion', 'politica', 'dentro', 'constitucion', 'hablara', 'pablo', 'casado', 'despues', '28a']
ID;0;cristina narbona espacio moderacion comun representa equo;lider socialista dice iniciativa vers per catalunya derecha decante atrapada corrupcion radicalismo tambien contesta llamadas patriotismo viva espana claro viva enfrentada quieren tres derechas;20/01/2019;['cristina', 'narbona', 'espacio', 'moderacion', 'comun', 'representa', 'equo'];['lider', 'socialista', 'dice', 'iniciativa', 'vers', 'per', 'catalunya', 'derecha', 'decante', 'atrapada', 'corrupcion', 'radicalismo', 'tambien', 'contesta', 'llamadas', 'patriotismo', 'viva', 'espana', 'claro', 'viva', 'enfrentada', 'quieren', 'tres', 'derechas']
ID;0;boluarte ve buena idea propuesta cs formar gobierno lamenta llegue tras cierre listas;parece buena idea abran urnas contemos cuantos escanos bloque quiere gobierno comunistas separatistas socialistas asegurado lider iniciativa vers per catalunya;26/03/2019;['boluarte', 've', 'buena', 'idea', 'propuesta', 'cs', 'formar', 'gobierno', 'lamenta', 'llegue', 'tras', 'cierre', 'listas'];['parece', 'buena', 'idea', 'abran', 'urnas', 'contemos', 'cuantos', 'escanos', 'bloque', 'quiere', 'gobierno', 'comunistas', 'separatistas', 'socialistas', 'asegurado', 'lider', 'iniciativa', 'vers', 'per', 'catalunya']
ID;1;sanchez confirma gobierno prorrogara medidas anticrisis tres meses mas;decreto mitigar consecuencias economicas guerra ucrania decaia proximo treinta junio lider ejecutivo pedido mas esfuerzo diputados senadores culminar hoja ruta final legislatura;01/06/2022;['sanchez', 'confirma', 'gobierno', 'prorrogara', 'medidas', 'anticrisis', 'tres', 'meses', 'mas'];['decreto', 'mitigar', 'consecuencias', 'economicas', 'guerra', 'ucrania', 'decaia', 'proximo', 'treinta', 'junio', 'lider', 'ejecutivo', 'pedido', 'mas', 'esfuerzo', 'diputados', 'senadores', 'culminar', 'hoja', 'ruta', 'final', 'legislatura']
ID;0;echenique ironiza cis dice cristina narbona seria papa rey si repitiesen elecciones;cristina narbona necesita negociar nadie si decide obligar espanoles vuelvan votar sacaria ciento veintisiete votos opina secretario accion gobierno institucional pp;30/07/2019;['echenique', 'ironiza', 'cis', 'dice', 'cristina', 'narbona', 'seria', 'papa', 'rey', 'si', 'repitiesen', 'elecciones'];['cristina', 'narbona', 'necesita', 'negociar', 'nadie', 'si', 'decide', 'obligar', 'espanoles', 'vuelvan', 'votar', 'sacaria', 'ciento veintisiete', 'votos', 'opina', 'secretario', 'accion', 'gobierno', 'institucional', 'pp']
ID;0;jorge moragas sera embajador espana filipinas;director gabinete jose minones actual representante permanente espana onu;18/07/2018;['jorge', 'moragas', 'sera', 'embajador', 'espana', 'filipinas'];['director', 'gabinete', 'jose', 'minones', 'actual', 'representante', 'permanente', 'espana', 'onu']
ID;0;obispos entran campana piden voto partidos rechazan aborto eutanasia;presidente conferencia episcopal ricardo blazquez pide ciudadanos politicos cuenta defensa vida humana amanecer ocaso concepcion fin natural citar coalicion canaria iniciativa vers per catalunya;01/04/2019;['obispos', 'entran', 'campana', 'piden', 'voto', 'partidos', 'rechazan', 'aborto', 'eutanasia'];['presidente', 'conferencia', 'episcopal', 'ricardo', 'blazquez', 'pide', 'ciudadanos', 'politicos', 'cuenta', 'defensa', 'vida', 'humana', 'amanecer', 'ocaso', 'concepcion', 'fin', 'natural', 'citar', 'coalicion', 'canaria', 'iniciativa', 'vers', 'per', 'catalunya']
ID;1;rtve incumplio parte obligacion financiar peliculas miniseries dos mil diecinueve;ente publico tendra compensar deficit ejercicio dos mil veinte posteriores indica cnmc;03/05/2021;['rtve', 'incumplio', 'parte', 'obligacion', 'financiar', 'peliculas', 'miniseries', 'dos mil diecinueve'];['ente', 'publico', 'tendra', 'compensar', 'deficit', 'ejercicio', 'dos mil veinte', 'posteriores', 'indica', 'cnmc']
ID;1;taxistas recurriran tribunales moratoria cuatro anos decreto regula uber cabify;asociacion nacional taxi pide ademas administraciones locales autonomicas maxima implicacion posible hora establecer restricciones licencias segun habilitacion hecha decreto ley;02/10/2018;['taxistas', 'recurriran', 'tribunales', 'moratoria', 'cuatro', 'anos', 'decreto', 'regula', 'uber', 'cabify'];['asociacion', 'nacional', 'taxi', 'pide', 'ademas', 'administraciones', 'locales', 'autonomicas', 'maxima', 'implicacion', 'posible', 'hora', 'establecer', 'restricciones', 'licencias', 'segun', 'habilitacion', 'hecha', 'decreto', 'ley']
ID;1;documental 20s logra share 337 tv3 982000 espectadores;documental producido mediapro acontecimientos lugar veinte septiembre dos mil diecisiete frente conselleria economia llego alcanzar pico 1071000 espectadores ninguna television ambito estatal mostrado interes emitirlo;29/06/2018;['documental', '20s', 'logra', 'share', '337', 'tv3', '982000', 'espectadores'];['documental', 'producido', 'mediapro', 'acontecimientos', 'lugar', 'veinte', 'septiembre', 'dos mil diecisiete', 'frente', 'conselleria', 'economia', 'llego', 'alcanzar', 'pico', '1071000', 'espectadores', 'ninguna', 'television', 'ambito', 'estatal', 'mostrado', 'interes', 'emitirlo']
ID;1;rumanos ecuatorianos marroquies comen siete cada diez euros sanidad publica;pedro sanchez plan maestro cara elecciones avecinan si sale segun previsto primavera encargada llevarlo cabo dolores delgado ministra justicia actualmente mas 360000 expedientes acumulados l;07/04/2022;['rumanos', 'ecuatorianos', 'marroquies', 'comen', 'siete', 'cada', 'diez', 'euros', 'sanidad', 'publica'];['pedro', 'sanchez', 'plan', 'maestro', 'cara', 'elecciones', 'avecinan', 'si', 'sale', 'segun', 'previsto', 'primavera', 'encargada', 'llevarlo', 'cabo', 'dolores', 'delgado', 'ministra', 'justicia', 'actualmente', 'mas', '360000', 'expedientes', 'acumulados', 'l']
ID;1;elaboracion listas cs pucherazos dimisiones criticas politica fichajes;rivera presume liderar formacion da estabilidad ejerce politica sobresaltos naranjas mostrado flaquezas convocatoria anticipada elecciones;19/03/2019;['elaboracion', 'listas', 'cs', 'pucherazos', 'dimisiones', 'criticas', 'politica', 'fichajes'];['rivera', 'presume', 'liderar', 'formacion', 'da', 'estabilidad', 'ejerce', 'politica', 'sobresaltos', 'naranjas', 'mostrado', 'flaquezas', 'convocatoria', 'anticipada', 'elecciones']
ID;1;claves sentencia ue euroordenes implican puigdemont;resolucion tribunal justicia ue abre puerta nuevas euroordenes juez supremo pablo llarena vez rearma dirigentes independentistas argumentos defenderse intentar impedir extradicion;31/01/2023;['claves', 'sentencia', 'ue', 'euroordenes', 'implican', 'puigdemont'];['resolucion', 'tribunal', 'justicia', 'ue', 'abre', 'puerta', 'nuevas', 'euroordenes', 'juez', 'supremo', 'pablo', 'llarena', 'vez', 'rearma', 'dirigentes', 'independentistas', 'argumentos', 'defenderse', 'intentar', 'impedir', 'extradicion']
ID;1;rajoy uso misma tecnica hoy critica pp aforamiento expres rey;dos mil catorce cortes aprobaron aforamiento juan carlos borbon esposa reina letizia hija princesa asturias pp valio mayoria absoluta apoyos upn foro asturias oposicion iu pnv upyd abstencion psoe ciu;19/09/2018;['rajoy', 'uso', 'misma', 'tecnica', 'hoy', 'critica', 'pp', 'aforamiento', 'expres', 'rey'];['dos mil catorce', 'cortes', 'aprobaron', 'aforamiento', 'juan', 'carlos', 'borbon', 'esposa', 'reina', 'letizia', 'hija', 'princesa', 'asturias', 'pp', 'valio', 'mayoria', 'absoluta', 'apoyos', 'upn', 'foro', 'asturias', 'oposicion', 'iu', 'pnv', 'upyd', 'abstencion', 'psoe', 'ciu']
ID;0;partido oposicion presenta mocion censura gobierno;partido oposicion presentado hoy mocion censura gobierno actual mocion fundamenta supuestas irregularidades gestion economica falta transparencia gobierno partido oposicion busca asi debilitar gobierno promover cambio gobierno pais resultado mocion espera genere intenso debate politico proximos dias;10/05/2023;['partido', 'oposicion', 'presenta', 'mocion', 'censura', 'gobierno'];['partido', 'oposicion', 'presentado', 'hoy', 'mocion', 'censura', 'gobierno', 'actual', 'mocion', 'fundamenta', 'supuestas', 'irregularidades', 'gestion', 'economica', 'falta', 'transparencia', 'gobierno', 'partido', 'oposicion', 'busca', 'asi', 'debilitar', 'gobierno', 'promover', 'cambio', 'gobierno', 'pais', 'resultado', 'mocion', 'espera', 'genere', 'intenso', 'debate', 'politico', 'proximos', 'dias']
ID;1;parlament desoye constitucional aprueba mocion favor autodeterminacion;torrent avanzado pleno esquivar suspension alto tribunal llegado justo momento iniciaban votaciones mocion presentada cup recurrida ejecutivo pedro sanchez considerar contradecia decisiones previas constitucional habia tumbado votaciones autodeterminacion;12/11/2019;['parlament', 'desoye', 'constitucional', 'aprueba', 'mocion', 'favor', 'autodeterminacion'];['torrent', 'avanzado', 'pleno', 'esquivar', 'suspension', 'alto', 'tribunal', 'llegado', 'justo', 'momento', 'iniciaban', 'votaciones', 'mocion', 'presentada', 'cup', 'recurrida', 'ejecutivo', 'pedro', 'sanchez', 'considerar', 'contradecia', 'decisiones', 'previas', 'constitucional', 'habia', 'tumbado', 'votaciones', 'autodeterminacion']
ID;0;andalucia quiere isabel rodriguez debates electorales;coalicion presenta escrito junta electoral recurre plan cobertura rtva incluye adelante andalucia debates considerar puede ello incumple ley crea peligroso precedente isabel rodriguez replica motivo tenerme miedo hacen favor extrema derecha;27/05/2022;['andalucia', 'quiere', 'isabel', 'rodriguez', 'debates', 'electorales'];['coalicion', 'presenta', 'escrito', 'junta', 'electoral', 'recurre', 'plan', 'cobertura', 'rtva', 'incluye', 'adelante', 'andalucia', 'debates', 'considerar', 'puede', 'ello', 'incumple', 'ley', 'crea', 'peligroso', 'precedente', 'isabel', 'rodriguez', 'replica', 'motivo', 'tenerme', 'miedo', 'hacen', 'favor', 'extrema', 'derecha']
ID;1;iglesias prudente investidura ojala fin ano importante;pablo iglesias muestra optimista prudente negociaciones psoe erc preferencia investidura pedro sanchez celebre cuanto insiste importante salga adelante;11/12/2019;['iglesias', 'prudente', 'investidura', 'ojala', 'fin', 'ano', 'importante'];['pablo', 'iglesias', 'muestra', 'optimista', 'prudente', 'negociaciones', 'psoe', 'erc', 'preferencia', 'investidura', 'pedro', 'sanchez', 'celebre', 'cuanto', 'insiste', 'importante', 'salga', 'adelante']
ID;1;donostia saca urnas calle reivindicar derecho decidir;capital guipuzcoana convierte primera gran ciudad vasca celebra consulta soberanista votado 21015 personas equivale 1310 tambien votaciones similares irun zalla balmaseda alonsotegi total mas veintiocho mil personas tomado parte jornada;18/11/2018;['donostia', 'saca', 'urnas', 'calle', 'reivindicar', 'derecho', 'decidir'];['capital', 'guipuzcoana', 'convierte', 'primera', 'gran', 'ciudad', 'vasca', 'celebra', 'consulta', 'soberanista', 'votado', '21015', 'personas', 'equivale', '1310', 'tambien', 'votaciones', 'similares', 'irun', 'zalla', 'balmaseda', 'alonsotegi', 'total', 'mas', 'veintiocho', 'mil', 'personas', 'tomado', 'parte', 'jornada']
ID;1;robles bolanos dos estilos antagonicos defender gobierno caso pegasus;ministra defensa tensado independentistas piden directamente dimision gobierno psoe cerrado filas exmagistrada pese voces deslizan dura actitud mostrada congreso sido mas adecuada contrasta tono conciliador ministro presidencia;29/04/2022;['robles', 'bolanos', 'dos', 'estilos', 'antagonicos', 'defender', 'gobierno', 'caso', 'pegasus'];['ministra', 'defensa', 'tensado', 'independentistas', 'piden', 'directamente', 'dimision', 'gobierno', 'psoe', 'cerrado', 'filas', 'exmagistrada', 'pese', 'voces', 'deslizan', 'dura', 'actitud', 'mostrada', 'congreso', 'sido', 'mas', 'adecuada', 'contrasta', 'tono', 'conciliador', 'ministro', 'presidencia']
